Показник,Період,Стать,Територіальний розріз,Категорія розрізу,Розріз,Періодичність,Одиниця виміру,Масштабування,Кількість десяткових знаків,Спеціальне значення даних,Примітки часового ряду,Примітки спостереження,Причина пропуску,Рік,Заробітна плата
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Вид економічної діяльності,Інформація та телекомунікації,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді.",,Немає пропусків,2016,9871.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Вид економічної діяльності,Діяльність у сфері адміністративного та допоміжного обслуговування,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді.",,Немає пропусків,2016,3747.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Професіонали в галузі  архітектури та інженерної справи ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,6716.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Вищі посадові особи державних органів влади,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,11271.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Керівники малих підприємств  без апарату управління,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,5805.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Рівень освіти,Перший етап середньої освіти,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середня заробітна плата штатних працівників за одну оплачену годину  обчислюється шляхом ділення суми нарахованого фонду оплати праці штатних працівників на кількість оплачених їм людино-годин за відповідний період. Освіта – це процес і результат засвоєння людиною систематичних знань, умінь і навичок, розвиток розуму та почуттів, формування світогляду та пізнавальних інтересів.",,Немає пропусків,2016,3997.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Фахівці,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,5803.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,"Працівники служб, що надають захисні послуги ",Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,2995.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Деревообробники та столяри- червонодеревники,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,3826.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Доглядачі будинків та працівники закладів ресторанного господарства ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,2661.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Механіки та монтажники механічного устаткування ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,4941.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Інші робітники з обслуговування та складання машин ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,5514.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,"Службовці, що зайняті в бібліотеці, на пошті та подібними роботами ",Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,2781.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Інші професійні назви робіт з обслуговування та експлуатації,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,5501.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Водії автотранспортних та мототранспортних засобів та інші робітники з обслуговування автотранспортної та мототранспортної техніки ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,3895.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Найпростіші професії в  сільському господарстві та подібних галузях ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,1972.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Фахівці з виробництва м'ясних продуктів,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,2396.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,"Робітники в галузі точної  механіки, ручних ремесел та друкування",Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,3937.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,"Робітники, що обслуговують установки скляного, керамічного виробництва, та робітники на подібному устаткуванні ",Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,3600.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Комірники та вагарі ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,3719.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,Фахівці в галузі харчової та переробної промисловості ,Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,2501.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,"Робітники, що виконують високоточні роботи в металі та подібних матеріалах ",Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,4088.0
"Нараховано в середньому штатному працівнику, за період часу",Місяць,Чоловіки,Україна,Професії та професійні групи,"Касири, касири в банках та білетери ",Річна,Гривня,Одиниці,Нуль,,"1. Дані підготовлено за результатами державного статистичного спостереження ""Рівень заробітної плати працівників за статтю, віком, освітою та професійними групами"", яким охоплені юридичні особи та відокремлені підрозділи юридичних осіб із кількістю найманих працівників 10 і більше осіб. 2. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях. 3. Середньомісячна заробітна плата одного штатного працівника розраховується шляхом ділення нарахованого фонду оплати праці штатних працівників за звітний місяць (період) на середньооблікову кількість штатних працівників і на кількість місяців у періоді. Професія – це певний вид трудової діяльності, який потребує спеціальних теоретичних знань та практичних навичок. Професія – рід занять, певна форма трудової діяльності.",,Немає пропусків,2016,3796.0
